icao,season,period,view,condition,taf_forecast,taf_hit,taf_pct,metar_observed,metar_caught,metar_pct
SBBH,Verao,06-12,exato,+RA,0,0,,0,0,
SBBH,Verao,06-12,exato,+TSRA,0,0,,0,0,
SBBH,Verao,06-12,exato,TSRA,0,0,,0,0,
SBBH,Verao,06-12,sem_intensidade,TS,0,0,,0,0,
SBBH,Verao,06-12,sem_intensidade,TSRA,0,0,,0,0,
SBBH,Verao,06-12,sem_intensidade,+RA,0,0,,0,0,
SBBH,Verao,12-18,exato,TS,0,0,,0,0,
SBBH,Verao,12-18,exato,+RA,0,0,,0,0,
SBBH,Verao,12-18,exato,+TSRA,0,0,,0,0,
SBBH,Verao,12-18,exato,TSRA,0,0,,0,0,
SBBH,Verao,12-18,sem_intensidade,TS,0,0,,0,0,
SBBH,Verao,12-18,sem_intensidade,TSRA,0,0,,0,0,
SBBH,Verao,12-18,sem_intensidade,+RA,0,0,,0,0,
SBBH,Verao,18-24,exato,TS,0,0,,0,0,
SBBH,Verao,18-24,exato,+RA,0,0,,0,0,
SBBH,Verao,18-24,exato,+TSRA,0,0,,0,0,
SBBH,Verao,18-24,exato,TSRA,0,0,,0,0,
SBBH,Verao,18-24,sem_intensidade,TS,0,0,,0,0,
SBBH,Verao,18-24,sem_intensidade,TSRA,0,0,,0,0,
SBBH,Verao,18-24,sem_intensidade,+RA,0,0,,0,0,
SBBH,Verao,TODOS,exato,TS,0,0,,0,0,
SBBH,Verao,TODOS,exato,+RA,0,0,,0,0,
SBBH,Verao,TODOS,exato,+TSRA,0,0,,0,0,
SBBH,Verao,TODOS,exato,TSRA,0,0,,0,0,
SBBH,Verao,TODOS,sem_intensidade,TS,0,0,,0,0,
SBBH,Verao,TODOS,sem_intensidade,TSRA,0,0,,0,0,
SBBH,Verao,TODOS,sem_intensidade,+RA,0,0,,0,0,
SBBH,Outono,00-06,exato,TS,0,0,,0,0,
SBBH,Outono,00-06,exato,+RA,0,0,,0,0,
SBBH,Outono,00-06,exato,+TSRA,0,0,,0,0,
SBBH,Outono,00-06,exato,TSRA,0,0,,0,0,
SBBH,Outono,00-06,sem_intensidade,TS,0,0,,0,0,
SBBH,Outono,00-06,sem_intensidade,TSRA,0,0,,0,0,
SBBH,Outono,00-06,sem_intensidade,+RA,0,0,,0,0,
SBBH,Outono,06-12,exato,TS,0,0,,0,0,
SBBH,Outono,06-12,exato,+RA,0,0,,0,0,
SBBH,Outono,06-12,exato,+TSRA,0,0,,0,0,
SBBH,Outono,06-12,exato,TSRA,0,0,,0,0,
SBBH,Outono,06-12,sem_intensidade,TS,0,0,,0,0,
SBBH,Outono,06-12,sem_intensidade,TSRA,0,0,,0,0,
SBBH,Outono,06-12,sem_intensidade,+RA,0,0,,0,0,
