icao,season,period,n_comparable,correct,false_positive,miss,pct_correct
SBEG,Verao,12-18,0,0,0,0,
SBEG,Verao,18-24,86,45,26,15,52.3
SBEG,Verao,TODOS,86,45,26,15,52.3
SBEG,Outono,00-06,9,8,1,0,88.9
SBEG,Outono,06-12,0,0,0,0,
SBEG,Outono,12-18,11,8,3,0,72.7
SBEG,Outono,18-24,102,61,27,14,59.8
SBEG,Outono,TODOS,122,77,31,14,63.1
SBEG,Inverno,00-06,13,12,0,1,92.3
SBEG,Inverno,06-12,0,0,0,0,
SBEG,Inverno,12-18,22,21,1,0,95.5
SBEG,Inverno,18-24,107,75,23,9,70.1
SBEG,Inverno,TODOS,142,108,24,10,76.1
SBEG,Primavera,00-06,0,0,0,0,
SBEG,Primavera,06-12,0,0,0,0,
SBEG,Primavera,12-18,0,0,0,0,
SBEG,Primavera,18-24,89,48,34,7,53.9
SBEG,Primavera,TODOS,89,48,34,7,53.9
SBEG,TODAS,00-06,22,20,1,1,90.9
SBEG,TODAS,06-12,0,0,0,0,
SBEG,TODAS,12-18,33,29,4,0,87.9
SBEG,TODAS,18-24,384,229,110,45,59.6
SBEG,TODAS,TODOS,439,278,115,46,63.3
SBFI,Verao,00-06,18,13,1,4,72.2
SBFI,Verao,06-12,0,0,0,0,
SBFI,Verao,12-18,169,160,7,2,94.7
SBFI,Verao,18-24,145,107,9,29,73.8
SBFI,Verao,TODOS,332,280,17,35,84.3
SBFI,Outono,00-06,3,3,0,0,100.0
SBFI,Outono,06-12,0,0,0,0,
SBFI,Outono,12-18,188,165,6,17,87.8
SBFI,Outono,18-24,185,160,11,14,86.5
SBFI,Outono,TODOS,376,328,17,31,87.2
SBFI,Inverno,00-06,1,1,0,0,100.0
SBFI,Inverno,06-12,0,0,0,0,
SBFI,Inverno,12-18,181,154,18,9,85.1
SBFI,Inverno,18-24,184,154,15,15,83.7
SBFI,Inverno,TODOS,366,309,33,24,84.4
SBFI,Primavera,00-06,23,19,3,1,82.6
SBFI,Primavera,06-12,1,1,0,0,100.0
SBFI,Primavera,12-18,151,131,16,4,86.8
SBFI,Primavera,18-24,163,129,18,16,79.1
SBFI,Primavera,TODOS,338,280,37,21,82.8
SBFI,TODAS,00-06,45,36,4,5,80.0
SBFI,TODAS,06-12,1,1,0,0,100.0
SBFI,TODAS,12-18,689,610,47,32,88.5
SBFI,TODAS,18-24,677,550,53,74,81.2
SBFI,TODAS,TODOS,1412,1197,104,111,84.8
SBFL,Verao,00-06,453,401,32,20,88.5
SBFL,Verao,06-12,292,266,18,8,91.1
SBFL,Verao,12-18,785,694,53,38,88.4
SBFL,Verao,18-24,863,679,100,84,78.7
SBFL,Verao,TODOS,2393,2040,203,150,85.2
SBFL,Outono,00-06,549,453,68,28,82.5
SBFL,Outono,06-12,357,304,39,14,85.2
SBFL,Outono,12-18,920,848,48,24,92.2
SBFL,Outono,18-24,1032,918,83,31,89.0
SBFL,Outono,TODOS,2858,2523,238,97,88.3
SBFL,Inverno,00-06,463,375,61,27,81.0
SBFL,Inverno,06-12,321,251,37,33,78.2
SBFL,Inverno,12-18,754,664,32,58,88.1
SBFL,Inverno,18-24,981,848,94,39,86.4
SBFL,Inverno,TODOS,2519,2138,224,157,84.9
SBFL,Primavera,00-06,372,311,36,25,83.6
SBFL,Primavera,06-12,303,250,30,23,82.5
SBFL,Primavera,12-18,703,574,60,69,81.7
SBFL,Primavera,18-24,947,756,116,75,79.8
SBFL,Primavera,TODOS,2325,1891,242,192,81.3
SBFL,TODAS,00-06,1837,1540,197,100,83.8
SBFL,TODAS,06-12,1273,1071,124,78,84.1
SBFL,TODAS,12-18,3162,2780,193,189,87.9
SBFL,TODAS,18-24,3823,3201,393,229,83.7
SBFL,TODAS,TODOS,10095,8592,907,596,85.1
SBFN,Verao,00-06,0,0,0,0,
SBFN,Verao,06-12,0,0,0,0,
SBFN,Verao,12-18,0,0,0,0,
SBFN,Verao,18-24,0,0,0,0,
SBFN,Verao,TODOS,0,0,0,0,
SBFN,Outono,00-06,0,0,0,0,
SBFN,Outono,06-12,0,0,0,0,
SBFN,Outono,12-18,0,0,0,0,
SBFN,Outono,18-24,0,0,0,0,
SBFN,Outono,TODOS,0,0,0,0,
SBFN,Inverno,00-06,0,0,0,0,
SBFN,Inverno,06-12,0,0,0,0,
SBFN,Inverno,12-18,0,0,0,0,
SBFN,Inverno,18-24,0,0,0,0,
SBFN,Inverno,TODOS,0,0,0,0,
SBFN,Primavera,00-06,0,0,0,0,
SBFN,Primavera,06-12,0,0,0,0,
SBFN,Primavera,12-18,0,0,0,0,
SBFN,Primavera,18-24,0,0,0,0,
SBFN,Primavera,TODOS,0,0,0,0,
SBFN,TODAS,00-06,0,0,0,0,
SBFN,TODAS,06-12,0,0,0,0,
SBFN,TODAS,12-18,0,0,0,0,
SBFN,TODAS,18-24,0,0,0,0,
SBFN,TODAS,TODOS,0,0,0,0,
SBFZ,Verao,00-06,0,0,0,0,
SBFZ,Verao,06-12,0,0,0,0,
SBFZ,Verao,12-18,0,0,0,0,
SBFZ,Verao,18-24,44,37,6,1,84.1
SBFZ,Verao,TODOS,44,37,6,1,84.1
SBFZ,Outono,00-06,0,0,0,0,
SBFZ,Outono,06-12,0,0,0,0,
SBFZ,Outono,12-18,2,2,0,0,100.0
SBFZ,Outono,18-24,28,22,5,1,78.6
SBFZ,Outono,TODOS,30,24,5,1,80.0
SBFZ,Inverno,00-06,0,0,0,0,
SBFZ,Inverno,06-12,0,0,0,0,
SBFZ,Inverno,12-18,0,0,0,0,
SBFZ,Inverno,18-24,14,13,1,0,92.9
SBFZ,Inverno,TODOS,14,13,1,0,92.9
SBFZ,Primavera,00-06,0,0,0,0,
SBFZ,Primavera,06-12,0,0,0,0,
SBFZ,Primavera,12-18,0,0,0,0,
SBFZ,Primavera,18-24,16,16,0,0,100.0
SBFZ,Primavera,TODOS,16,16,0,0,100.0
SBFZ,TODAS,00-06,0,0,0,0,
SBFZ,TODAS,06-12,0,0,0,0,
SBFZ,TODAS,12-18,2,2,0,0,100.0
SBFZ,TODAS,18-24,102,88,12,2,86.3
SBFZ,TODAS,TODOS,104,90,12,2,86.5
SBGL,Verao,00-06,1995,1452,230,313,72.8
SBGL,Verao,06-12,2226,1677,433,116,75.3
SBGL,Verao,12-18,2639,2224,176,239,84.3
SBGL,Verao,18-24,2526,1729,449,348,68.4
SBGL,Verao,TODOS,9386,7082,1288,1016,75.5
SBGL,Outono,00-06,2196,1925,175,96,87.7
SBGL,Outono,06-12,2327,1188,896,243,51.1
SBGL,Outono,12-18,2956,2635,94,227,89.1
SBGL,Outono,18-24,2843,2372,373,98,83.4
SBGL,Outono,TODOS,10322,8120,1538,664,78.7
SBGL,Inverno,00-06,2206,1949,217,40,88.3
SBGL,Inverno,06-12,2282,1505,681,96,66.0
SBGL,Inverno,12-18,2919,2665,176,78,91.3
SBGL,Inverno,18-24,2782,2560,138,84,92.0
SBGL,Inverno,TODOS,10189,8679,1212,298,85.2
SBGL,Primavera,00-06,2035,1642,148,245,80.7
SBGL,Primavera,06-12,2237,1495,552,190,66.8
SBGL,Primavera,12-18,2751,2371,161,219,86.2
SBGL,Primavera,18-24,2427,1862,352,213,76.7
SBGL,Primavera,TODOS,9450,7370,1213,867,78.0
SBGL,TODAS,00-06,8432,6968,770,694,82.6
SBGL,TODAS,06-12,9072,5865,2562,645,64.6
SBGL,TODAS,12-18,11265,9895,607,763,87.8
SBGL,TODAS,18-24,10578,8523,1312,743,80.6
SBGL,TODAS,TODOS,39347,31251,5251,2845,79.4
SBGV,Verao,00-06,0,0,0,0,
SBGV,Verao,06-12,0,0,0,0,
SBGV,Verao,12-18,0,0,0,0,
SBGV,Verao,18-24,0,0,0,0,
SBGV,Verao,TODOS,0,0,0,0,
SBGV,Outono,00-06,0,0,0,0,
SBGV,Outono,06-12,0,0,0,0,
SBGV,Outono,12-18,0,0,0,0,
SBGV,Outono,18-24,0,0,0,0,
SBGV,Outono,TODOS,0,0,0,0,
SBGV,Inverno,00-06,0,0,0,0,
SBGV,Inverno,06-12,0,0,0,0,
SBGV,Inverno,12-18,0,0,0,0,
SBGV,Inverno,18-24,0,0,0,0,
SBGV,Inverno,TODOS,0,0,0,0,
SBGV,Primavera,00-06,0,0,0,0,
SBGV,Primavera,06-12,0,0,0,0,
SBGV,Primavera,12-18,0,0,0,0,
SBGV,Primavera,18-24,0,0,0,0,
SBGV,Primavera,TODOS,0,0,0,0,
SBGV,TODAS,00-06,0,0,0,0,
SBGV,TODAS,06-12,0,0,0,0,
SBGV,TODAS,12-18,0,0,0,0,
SBGV,TODAS,18-24,0,0,0,0,
SBGV,TODAS,TODOS,0,0,0,0,
SBIH,Verao,00-06,98,77,4,17,78.6
SBIH,Verao,06-12,7,4,3,0,57.1
SBIH,Verao,12-18,197,156,21,20,79.2
SBIH,Verao,18-24,112,69,32,11,61.6
SBIH,Verao,TODOS,414,306,60,48,73.9
SBIH,Outono,00-06,110,95,7,8,86.4
SBIH,Outono,06-12,23,17,5,1,73.9
SBIH,Outono,12-18,215,184,11,20,85.6
SBIH,Outono,18-24,187,122,46,19,65.2
SBIH,Outono,TODOS,535,418,69,48,78.1
SBIH,Inverno,00-06,141,124,2,15,87.9
SBIH,Inverno,06-12,54,27,23,4,50.0
SBIH,Inverno,12-18,254,246,2,6,96.9
SBIH,Inverno,18-24,219,176,31,12,80.4
SBIH,Inverno,TODOS,668,573,58,37,85.8
SBIH,Primavera,00-06,36,35,1,0,97.2
SBIH,Primavera,06-12,1,1,0,0,100.0
SBIH,Primavera,12-18,208,193,9,6,92.8
SBIH,Primavera,18-24,136,104,28,4,76.5
SBIH,Primavera,TODOS,381,333,38,10,87.4
SBIH,TODAS,00-06,385,331,14,40,86.0
SBIH,TODAS,06-12,85,49,31,5,57.6
SBIH,TODAS,12-18,874,779,43,52,89.1
SBIH,TODAS,18-24,654,471,137,46,72.0
SBIH,TODAS,TODOS,1998,1630,225,143,81.6
SBIP,Verao,00-06,239,178,24,37,74.5
SBIP,Verao,06-12,253,212,21,20,83.8
SBIP,Verao,12-18,488,439,22,27,90.0
SBIP,Verao,18-24,589,447,112,30,75.9
SBIP,Verao,TODOS,1569,1276,179,114,81.3
SBIP,Outono,00-06,201,169,7,25,84.1
SBIP,Outono,06-12,218,159,28,31,72.9
SBIP,Outono,12-18,534,499,26,9,93.4
SBIP,Outono,18-24,668,609,48,11,91.2
SBIP,Outono,TODOS,1621,1436,109,76,88.6
SBIP,Inverno,00-06,234,217,13,4,92.7
SBIP,Inverno,06-12,286,231,36,19,80.8
SBIP,Inverno,12-18,676,644,25,7,95.3
SBIP,Inverno,18-24,761,741,13,7,97.4
SBIP,Inverno,TODOS,1957,1833,87,37,93.7
SBIP,Primavera,00-06,333,254,41,38,76.3
SBIP,Primavera,06-12,335,261,41,33,77.9
SBIP,Primavera,12-18,632,594,27,11,94.0
SBIP,Primavera,18-24,675,549,105,21,81.3
SBIP,Primavera,TODOS,1975,1658,214,103,83.9
SBIP,TODAS,00-06,1007,818,85,104,81.2
SBIP,TODAS,06-12,1092,863,126,103,79.0
SBIP,TODAS,12-18,2330,2176,100,54,93.4
SBIP,TODAS,18-24,2693,2346,278,69,87.1
SBIP,TODAS,TODOS,7122,6203,589,330,87.1
SBJA,Verao,00-06,0,0,0,0,
SBJA,Verao,06-12,0,0,0,0,
SBJA,Verao,12-18,0,0,0,0,
SBJA,Verao,18-24,0,0,0,0,
SBJA,Verao,TODOS,0,0,0,0,
SBJA,Outono,00-06,0,0,0,0,
SBJA,Outono,06-12,0,0,0,0,
SBJA,Outono,12-18,0,0,0,0,
SBJA,Outono,18-24,0,0,0,0,
SBJA,Outono,TODOS,0,0,0,0,
SBJA,Inverno,00-06,0,0,0,0,
SBJA,Inverno,06-12,0,0,0,0,
SBJA,Inverno,12-18,0,0,0,0,
SBJA,Inverno,18-24,0,0,0,0,
SBJA,Inverno,TODOS,0,0,0,0,
SBJA,Primavera,00-06,0,0,0,0,
SBJA,Primavera,06-12,0,0,0,0,
SBJA,Primavera,12-18,0,0,0,0,
SBJA,Primavera,18-24,0,0,0,0,
SBJA,Primavera,TODOS,0,0,0,0,
SBJA,TODAS,00-06,0,0,0,0,
SBJA,TODAS,06-12,0,0,0,0,
SBJA,TODAS,12-18,0,0,0,0,
SBJA,TODAS,18-24,0,0,0,0,
SBJA,TODAS,TODOS,0,0,0,0,
SBJE,Verao,00-06,0,0,0,0,
SBJE,Verao,06-12,0,0,0,0,
SBJE,Verao,12-18,0,0,0,0,
SBJE,Verao,18-24,0,0,0,0,
SBJE,Verao,TODOS,0,0,0,0,
SBJE,Outono,00-06,0,0,0,0,
SBJE,Outono,06-12,0,0,0,0,
SBJE,Outono,12-18,0,0,0,0,
SBJE,Outono,18-24,0,0,0,0,
SBJE,Outono,TODOS,0,0,0,0,
SBJE,Inverno,00-06,0,0,0,0,
SBJE,Inverno,06-12,0,0,0,0,
SBJE,Inverno,12-18,0,0,0,0,
SBJE,Inverno,18-24,0,0,0,0,
SBJE,Inverno,TODOS,0,0,0,0,
SBJE,Primavera,00-06,0,0,0,0,
SBJE,Primavera,06-12,0,0,0,0,
SBJE,Primavera,12-18,0,0,0,0,
SBJE,Primavera,18-24,0,0,0,0,
SBJE,Primavera,TODOS,0,0,0,0,
SBJE,TODAS,00-06,0,0,0,0,
SBJE,TODAS,06-12,0,0,0,0,
SBJE,TODAS,12-18,0,0,0,0,
SBJE,TODAS,18-24,0,0,0,0,
SBJE,TODAS,TODOS,0,0,0,0,
SBJF,Verao,00-06,0,0,0,0,
SBJF,Verao,06-12,0,0,0,0,
SBJF,Verao,12-18,0,0,0,0,
SBJF,Verao,18-24,0,0,0,0,
SBJF,Verao,TODOS,0,0,0,0,
SBJF,Outono,00-06,0,0,0,0,
SBJF,Outono,06-12,0,0,0,0,
SBJF,Outono,12-18,0,0,0,0,
SBJF,Outono,18-24,0,0,0,0,
SBJF,Outono,TODOS,0,0,0,0,
SBJF,Inverno,00-06,0,0,0,0,
SBJF,Inverno,06-12,0,0,0,0,
SBJF,Inverno,12-18,0,0,0,0,
SBJF,Inverno,18-24,0,0,0,0,
SBJF,Inverno,TODOS,0,0,0,0,
SBJF,Primavera,00-06,0,0,0,0,
SBJF,Primavera,06-12,0,0,0,0,
SBJF,Primavera,12-18,0,0,0,0,
SBJF,Primavera,18-24,0,0,0,0,
SBJF,Primavera,TODOS,0,0,0,0,
SBJF,TODAS,00-06,0,0,0,0,
SBJF,TODAS,06-12,0,0,0,0,
SBJF,TODAS,12-18,0,0,0,0,
SBJF,TODAS,18-24,0,0,0,0,
SBJF,TODAS,TODOS,0,0,0,0,
SBJI,Verao,00-06,0,0,0,0,
SBJI,Verao,06-12,0,0,0,0,
SBJI,Verao,12-18,0,0,0,0,
SBJI,Verao,18-24,0,0,0,0,
SBJI,Verao,TODOS,0,0,0,0,
SBJI,Outono,00-06,0,0,0,0,
SBJI,Outono,06-12,0,0,0,0,
SBJI,Outono,12-18,0,0,0,0,
SBJI,Outono,18-24,0,0,0,0,
SBJI,Outono,TODOS,0,0,0,0,
SBJI,Inverno,00-06,0,0,0,0,
SBJI,Inverno,06-12,0,0,0,0,
SBJI,Inverno,12-18,0,0,0,0,
SBJI,Inverno,18-24,0,0,0,0,
SBJI,Inverno,TODOS,0,0,0,0,
SBJI,Primavera,00-06,0,0,0,0,
SBJI,Primavera,06-12,0,0,0,0,
SBJI,Primavera,12-18,0,0,0,0,
SBJI,Primavera,18-24,0,0,0,0,
SBJI,Primavera,TODOS,0,0,0,0,
SBJI,TODAS,00-06,0,0,0,0,
SBJI,TODAS,06-12,0,0,0,0,
SBJI,TODAS,12-18,0,0,0,0,
SBJI,TODAS,18-24,0,0,0,0,
SBJI,TODAS,TODOS,0,0,0,0,
SBJU,Verao,00-06,271,213,29,29,78.6
SBJU,Verao,06-12,155,108,32,15,69.7
SBJU,Verao,12-18,359,330,16,13,91.9
SBJU,Verao,18-24,365,313,43,9,85.8
SBJU,Verao,TODOS,1150,964,120,66,83.8
SBJU,Outono,00-06,251,228,18,5,90.8
SBJU,Outono,06-12,147,129,14,4,87.8
SBJU,Outono,12-18,369,361,4,4,97.8
SBJU,Outono,18-24,343,311,25,7,90.7
SBJU,Outono,TODOS,1110,1029,61,20,92.7
SBJU,Inverno,00-06,231,226,0,5,97.8
SBJU,Inverno,06-12,187,180,5,2,96.3
SBJU,Inverno,12-18,341,339,0,2,99.4
SBJU,Inverno,18-24,382,377,5,0,98.7
SBJU,Inverno,TODOS,1141,1122,10,9,98.3
SBJU,Primavera,00-06,198,194,2,2,98.0
SBJU,Primavera,06-12,160,157,2,1,98.1
SBJU,Primavera,12-18,332,332,0,0,100.0
SBJU,Primavera,18-24,336,335,1,0,99.7
SBJU,Primavera,TODOS,1026,1018,5,3,99.2
SBJU,TODAS,00-06,951,861,49,41,90.5
SBJU,TODAS,06-12,649,574,53,22,88.4
SBJU,TODAS,12-18,1401,1362,20,19,97.2
SBJU,TODAS,18-24,1426,1336,74,16,93.7
SBJU,TODAS,TODOS,4427,4133,196,98,93.4
SBLE,Verao,00-06,0,0,0,0,
SBLE,Verao,06-12,0,0,0,0,
SBLE,Verao,12-18,0,0,0,0,
SBLE,Verao,18-24,0,0,0,0,
SBLE,Verao,TODOS,0,0,0,0,
SBLE,Outono,00-06,0,0,0,0,
SBLE,Outono,06-12,0,0,0,0,
SBLE,Outono,12-18,0,0,0,0,
SBLE,Outono,18-24,0,0,0,0,
SBLE,Outono,TODOS,0,0,0,0,
SBLE,Inverno,00-06,0,0,0,0,
SBLE,Inverno,06-12,0,0,0,0,
SBLE,Inverno,12-18,0,0,0,0,
