ident,latitude_deg,longitude_deg,iata_code
SI43,-10.834444,-54.780556,
SNY8,-10.805229,-55.093014,
SIL2,-10.756728,-55.133358,
SJZH,-10.887441,-55.001118,
SWIB,-10.862777709960938,-54.91416549682617,
SWKG,-13.411259,-54.748453,
SWMT,-12.657777786254883,-54.82777786254883,
SWVK,-13.035319,-55.32782,
SJCZ,-12.430112,-54.250435,
SJG2,-13.223455,-54.6,
SJP4,-13.54669,-54.982299,
SI7I,-12.61459,-54.54779,
SN6V,-13.754673,-54.798321,
SI8G,-13.075833,-55.054722,
SI9T,-13.263333,-55.3,
BR-1705,-13.284672,-55.127051,
SI7Q,-13.518333,-55.079722,
SS4A,-13.420628,-55.031317,
SNG7,-12.943778,-54.959547,
SNA6,-13.055936,-55.206134,
SI9W,-12.660075,-54.809994,
SJR3,-12.28,-54.124722,
BR-1884,-13.122002,-55.070662,
SD8Z,-12.729049,-54.438111,
BR-0296,-12.999543,-55.213927,
SSSV,-13.820338,-54.755788,
SNX8,-13.729549,-54.891046,
SNX7,-14.731078,-46.444334,
SJI6,-13.563312,-55.099105,
BR-1414,-13.026231,-55.239713,
BR-1306,-12.979457,-55.119951,
SI93,-17.874599,-39.904232,
SWNE,-17.884849,-39.367075,
BR-0800,-14.64288,-52.499008,
SS8Y,-14.675165,-52.384888,
SS7T,-14.702317,-52.117747,
SIRN,-14.769135,-51.985738,
SWYY,-14.88443,-52.278779,
BR-3066,-14.719644,-51.914434,
BR-3170,-10.013056,-47.681667,
SWJM,-12.966388702392578,-46.565277099609375,
SJJF,-8.49523,-60.955747,
SD5N,-8.113286,-61.445344,
SS4P,-5.91233,-59.953219,
SDU6,-5.778674,-59.926985,
SI7C,-8.689444,-61.406944,
BR-0813,-7.846799,-60.973428,
SIEW,-7.98806,-61.050532,
BR-0899,-7.570001,-60.688766,
BR-0677,-7.907935,-61.250335,
SWNA,-5.11803,-60.364899,NVP
SNEZ,-15.960277,-50.714757,
SI9R,-17.401499,-42.110845,
BR-2895,-21.567418,-49.301448,
SINH,-22.64372,-53.562341,
BR-0548,-22.597778,-53.691479,
BR-0975,-22.662664,-53.729258,
BR-0350,-22.617232,-53.580533,
SJM7,-9.855278,-55.605556,
SJT2,-9.848599,-55.529165,
SNZ9,-9.858827,-55.388659,
SD7S,-9.746181,-55.448171,
SJF2,-9.838342,-55.304067,
SJL4,-9.672672,-55.689708,
SJNW,-9.632569,-55.216341,
SJZP,-9.837772,-55.465929,
SWDF,-9.522029,-55.040184,
SJTT,-13.238611221313477,-49.709442138671875,
BR-0046,-13.2391,-49.5138,
BR-3169,-7.622604,-56.071694,
BR-2640,-8.375365,-55.306839,
SJNP,-7.125833,-55.400833,NPR
BR-2353,-7.556172,-56.162789,
BR-2529,-7.015737,-55.877646,
BR-2530,-7.686248,-55.970102,
BR-2880,-7.893611,-56.387501,
SJ7P,-7.623889,-55.226667,
SI8Z,-7.712916,-55.213857,
SJW9,-9.460556,-54.7575,
BR-0523,-7.038713,-55.393581,
SD9I,-7.047174,-55.365195,
BR-1495,-7.151378,-55.805226,
SJ2M,-7.590863,-55.694675,
BR-1690,-9.345287,-55.884361,
SN9O,-9.307594,-56.031803,
SN9S,-9.255228,-56.011751,
SIG9,-4.321667,-50.973333,
SNRR,-4.151456,-50.163867,
SW1S,-12.091782,-50.812392,
BR-0308,-12.296635,-50.978455,
BR-2492,-12.241211,-50.935497,
SWNJ,-15.13855,-53.501662,
BR-3107,-14.961111,-53.488056,
BR-1177,-14.815392,-52.910167,
SI9K,-14.821743,-52.732788,
SWIH,-14.901675,-52.734673,
SD9P,-0.327078,-55.837444,
SI2H,1.43968,-55.659356,
SDDK,-22.481225,-49.985884,
SNOE,-7.01835,-42.167247,
BR-1663,3.38652,-51.29978,
BR-1664,3.21394,-51.23062,
SJ3F,3.48963,-51.484652,
BR-0703,-20.705979,-49.051299,
SNRZ,-20.7146,-44.8653,
SNOX,-1.71408,-55.836201,ORX
BR-0257,-0.69927,-57.969545,
SI7U,0.921667,-55.760278,
SI2D,1.353298,-56.130524,
SJ6A,1.091415,-56.189598,
SDR6,1.520538,-56.082941,
SI6V,0.611328,-55.976747,
SI89,-1.703611,-56.068333,
SD8Q,-20.685,-47.914167,
BR-2226,-20.7456,-47.933601,
BR-0889,-30.033611,-50.372222,
SD5G,-27.641864,-49.761214,
BR-2178,-7.87652,-40.091801,
BR-1259,-7.13173,-51.653331,
BR-1916,-7.661146,-51.619498,
BR-1887,-8.141166,-52.122089,
BR-1003,-7.697574,-51.875628,
SDUZ,-22.947486,-49.764333,
BR-1613,-10.699722,-62.276944,
SS7O,-21.582802,-51.709149,
BR-2276,-10.972399,-41.068031,
BR-2337,-21.346547,-51.248528,
SI3Q,-3.560527,-50.634388,
SDPX,4.498889,-60.941667,
SDMM,4.557778,-60.786111,
SDSD,4.411792,-60.951436,
BR-0524,4.24349,-61.158593,
BR-0537,4.574167,-60.739722,
SJKV,4.467722,-60.777175,
SJKW,4.425608,-60.826435,
SJLM,4.151669979095459,-61.427799224853516,
SJLN,4.726940155029297,-60.590599060058594,
SJLW,4.421669960021973,-60.48970031738281,
SJME,4.57056,-60.903099,
SJML,4.702439,-60.734148,
SJMO,4.46907,-60.864053,
SJMP,4.288972,-60.259441,
SJMT,4.4902801513671875,-60.9906005859375,
SJMX,4.57528018951416,-60.858299255371094,
SJNB,4.501669883728027,-60.80220031738281,
SJYE,4.620560169219971,-60.277198791503906,
SJYI,4.44389009475708,-60.847198486328125,
SJYM,3.8372199535369873,-60.60329818725586,
SJYO,4.632780075073242,-60.585601806640625,
SJYR,4.709441,-60.510851,
SJYT,4.717904,-60.771013,
SJYU,4.685556,-60.800278,
BR-2509,4.10833,-60.733299,
SWMU,4.31639003754,-60.7005996704,
SNOZ,-2.52097,-44.1213,
SJZ4,-15.270556,-48.403056,
SDY4,-15.310533,-48.407596,
SNS9,-15.521972,-48.420603,
BR-0867,-15.138302,-48.242565,
BR-1300,-15.372045,-48.206596,
BR-3063,-15.04863,-48.222742,
SJ4Z,-7.737562,-42.303877,
BR-0626,-16.787734,-51.442479,
SS73,-5.690586,-48.217306,
BR-1642,-30.22614,-50.42398,
SIZ6,-10.229688,-47.879113,
SIHJ,-10.108056,-48.326389,
SJOY,-25.40068,-49.80028,
SD7C,-25.459637,-50.034378,
SSPL,-27.9018001556,-53.32970047,
SWUR,-8.491526,-44.384519,
SJ77,-8.447778,-44.534167,
BR-0639,-8.591196,-44.248678,
BR-0217,-7.850755,-47.924564,
SIS3,-12.651231,-41.5776,
BR-2180,-12.50055556,-41.58388889,
SWGP,-16.826900482177734,-49.87889862060547,
SDJX,-13.102172,-48.386468,
BR-0690,-13.018889,-48.415833,
SJEA,-12.850863,-48.226832,
SSKP,-24.308889389038086,-53.842220306396484,
SWLS,-24.198889,-53.874167,
SSPT,-24.3433,-53.828701,
SI8T,-28.243611,-53.5225,
BR-0165,-15.462997,-44.847414,
BR-1232,-21.417909,-51.893518,
SJGF,-30.21298,-52.442014,
SSIU,-30.137259,-52.365496,
BR-1206,-17.414872,-46.660747,
BR-1748,-17.425556,-46.521111,
BR-1718,-16.902026,-46.617705,
SS33,-17.067151,-47.145109,
SN9P,-17.007289,-46.481097,
BR-2148,-17.034473,-46.267106,
BR-2788,-17.358825,-47.437254,
SNMP,-17.324341,-46.544106,
SNNB,-17.173798,-46.30172,
SNDO,-16.711423,-47.015343,
SIGS,-17.162222,-46.66,
BR-2417,-17.211001,-46.614573,
BR-1827,-3.09124,-47.419629,
SDT5,-3.476494,-47.040628,
SIJS,-3.45472,-47.528613,
BR-0476,-3.373164,-47.42426,
SI6P,-3.115556,-47.529722,
BR-2435,-3.556841,-48.648546,
SNAJ,-3.419487,-48.329964,
BR-2783,-3.758884,-48.167449,
SNQA,-2.6405560970306396,-47.862220764160156,
BR-2832,-3.168638,-48.071387,
SNZT,-3.504396,-48.333146,
SNKY,-3.65731,-48.823451,
SNPU,-21.559200286865234,-45.75170135498047,
SDUQ,-22.42690086364746,-50.60689926147461,
BR-0753,-19.177568,-53.102469,
SJJ9,-19.394657,-53.403192,
SJ82,-19.13046,-53.281916,
SI82,-18.964722,-53.236944,
SI64,-19.369444,-53.223056,
SSMO,-19.344942,-52.730275,
SD5B,-19.405656,-53.16042,
SD5D,-19.125675,-53.053367,
SIQC,-19.164086,-52.998313,
SJRW,-19.341592,-52.690202,
SNBZ,-13.490582,-42.229164,
BR-3114,-12.627595,-47.847759,
SJJ7,-12.606964,-47.998076,
SIP8,-12.639303,-47.397631,
SIZ7,-19.406111,-51.25,
SI8E,-19.501667,-51.018611,
BR-1525,-19.410556,-51.131667,
BR-3018,-19.527221679688,-50.970279693604,
BR-2661,-9.22773,-57.019199,
BR-2497,-9.242041,-57.010927,
SS74,-9.462325,-57.025123,
SNL8,-9.876169,-56.621197,
BR-0653,-23.447172,-48.866511,
BR-2157,-23.293101,-48.815346,
SSFG,-22.661462,-52.142143,
BR-2628,-13.245556,-54.03389,
SJOU,-14.462784,-54.03456,
BR-2690,-14.369476,-54.002522,
SWSP,-13.725278,-54.737996,
BR-3219,-14.470277,-53.667778,
BR-0608,-12.939784,-54.284715,
BR-0902,-14.131025,-54.235142,
BR-0369,-14.0125,-53.466667,
SSC8,-14.349113,-54.206003,
SD1X,-14.234011,-53.904384,
SD2T,-12.536124,-54.106361,
SII9,-14.017783,-54.638508,
SW2C,-13.409018,-54.084413,
SIV7,-12.846298,-54.225275,
SIB4,-13.345067,-54.487507,
SDH6,-14.500773,-53.761597,
SDT3,-14.038742,-53.553929,
SDZ9,-13.737292,-53.808658,
SJ89,-14.5675,-53.932222,
SJ9D,-13.360556,-54.428056,
SJUR,-13.483526,-54.103724,
BR-1309,-14.223221,-53.45986,
SIZU,-13.434653,-54.276536,
BR-1235,-23.873791,-55.423064,
BR-0849,-23.798518,-55.339382,
SJ3N,-23.519286,-55.494207,
SSHX,-23.922994,-55.300022,
SNVY,-23.976944,-55.365276,
SIXQ,-23.843515,-55.436156,
BR-0157,-10.387302,-57.717399,
SWZT,-19.254999,-44.473331,
SDUU,-21.91111,-50.86833,
SINK,-21.874831,-50.8729,
SNQE,-6.068889141082764,-49.84000015258789,
BR-2156,-6.04778,-50.580147,
SN3H,-16.903333,-51.021667,
SJTH,-16.249545,-47.37075,
SN1F,-17.008149,-50.430576,
BR-1547,-17.148789,-50.595955,
BR-2478,-17.00111,-50.742779,
SJCP,-17.068934,-50.846266,
SJRR,-17.054166793823242,-50.9283332824707,
SSKR,-17.17,-50.82,
SSEW,-23.145561,-48.309794,
SS7U,-12.070661,-61.204347,
BR-1746,-12.087533,-61.277171,
BR-1589,-12.147233,-61.522109,
BR-0171,-17.124599,-45.604362,
SS9Q,-6.704161,-36.681427,
SJ4D,-5.848973,-43.520441,
SN2U,-5.611213,-43.521628,
SNIR,-5.7427778244018555,-43.5988883972168,
BR-2829,-5.597044,-43.319875,
SIKZ,-5.663818,-43.536072,
BR-2830,-20.650557,-44.500557,
SS3D,-5.998742,-43.71555,
BR-1541,-5.97246,-42.407549,
SDT7,-28.174167,-52.600278,
BR-1216,-28.336294,-52.484662,
SSCX,-28.095087,-52.335746,
BR-2227,-6.66694,-44.0839,
SIR3,-6.791998,-44.386705,
SNTS,-7.03899,-37.251598,JPO
SI42,-18.855467,-46.593615,
BR-0124,-18.757635,-46.97078,
BR-0247,-6.154339,-38.196588,
SSYD,-7.548056,-49.208057,
SNLT,-8.166388511657715,-41.15388870239258,
SIM0,-23.93382,-52.275971,
BR-2786,-15.824422,-41.08513,
SNPZ,-16.067222595214844,-41.16722106933594,
SSTQ,0.849317,-51.907722,
BR-3183,-6.766667,-36.48111,
SSNK,-16.848464,-54.064558,
BR-3055,-16.846666,-54.458889,
SWIL,-17.011811,-54.348671,
BR-2823,-16.570833,-54.168584,
SNWK,-16.6744441986084,-54.266387939453125,
SNWN,-16.670708,-54.391648,
SIRU,-16.927115,-54.070919,
BR-1500,-16.844307,-54.045938,
BR-1728,-16.938272,-54.436141,
BR-0860,-16.794167,-54.11,
SJ83,-17.020713,-54.202288,
SI46,-20.143639,-47.555832,
BR-0178,-4.58443,-44.546242,
BR-1307,-22.849179,-50.732591,
SJUH,-19.238611221313477,-47.497779846191406,
BR-0314,-17.901166,-54.657828,
BR-1772,-18.269167,-54.593056,
BR-2194,-18.181182,-54.502115,
SJCD,-17.72516,-53.938361,
BR-2912,-17.990748,-54.225684,
SSED,-17.96497,-54.430442,
BR-0241,-4.431367,-41.434319,
SIH2,-12.282074,-48.673114,
SS3R,-11.754611,-48.709875,
SD6G,-12.213333,-48.555833,
SD6B,-9.93461,-53.767746,
BR-1506,-10.561944,-53.474167,
SS25,-10.063247,-53.933403,
BR-1890,-9.774432,-53.65478,
SI48,-10.043254,-53.868317,
SI7V,-10.219167,-54.978889,
SI94,-9.784491,-53.601028,
BR-1816,-9.757829,-53.701977,
BR-1302,-10.407778,-53.514167,
BR-1340,-9.763595,-53.248281,
BR-2328,-10.067984,-52.99908,
SIRC,-10.325341,-53.58592,
SIUF,-10.156944,-53.701668,
BR-3211,-10.513488,-53.645388,
SWBU,-10.213519,-55.08553,
SJEC,-31.686676,-52.467703,
BR-2913,-31.942161,-52.478012,
BR-2316,-21.510058,-50.121825,
SJCO,-21.49784,-50.094019,
BR-2179,-10.2659,-36.551498,
BR-0212,-8.586875,-48.946678,
BR-2479,-19.448334,-47.362778,
SJVL,-19.359251,-47.129459,
SNHR,-19.364173,-47.359499,
BR-2877,-20.624801,-51.080939,
BR-2154,-20.676399,-51.0308,
SDJQ,-20.8284,-51.007999,
SS3E,-6.184956,-38.516219,
SJ8F,-4.465765,-44.17335,
SSMW,-24.315277,-47.013889,
BR-1643,-24.26051,-46.98741,
SNPQ,-8.374808,-36.637813,
SDC4,-9.32415,-40.47118,
BR-2709,-22.371655,-43.249449,
SNPI,-13.165556,-41.771946,
BR-2831,-8.833611,-50.000557,
SIHI,-6.620254,-48.995762,
SWWE,-26.03618,-49.500291,
BR-2885,-10.008622,-42.477276,
BR-1460,-23.83405,-47.71938,
SWTL,-12.514441,-61.302841,
BR-2669,-11.685838,-60.633252,
SIYN,-11.902683,-61.22775,
SJ6K,-12.220556,-60.443056,
SI6L,-11.640686,-61.081316,
SN4F,-11.987242,-61.177491,
SWPM,-11.6416,-61.1791,PBQ
BR-0082,-13.475905,-61.035152,
SWPF,-13.45975,-61.234277,
BR-1483,-13.406145,-61.348479,
BR-1422,-13.391655,-61.068891,
BR-3287,-12.756159,-61.633844,
BR-0726,-12.715205,-61.474456,
BR-0767,-13.452496,-60.82866,
BR-0277,-11.151329,-47.580019,
SSFA,-25.981501,-51.640701,
SNYE,-2.477426,-45.105003,PHI
BR-0407,-18.463066,-40.17637,
SN7X,-16.092001,-45.107596,
BR-2309,-22.003889,-51.811111,
BR-2730,-17.457779,-48.983055,
BR-1796,-22.716617,-48.048976,
BR-1570,-3.891421,-41.710772,
BR-1499,-3.941944,-41.669722,
BR-0162,-24.543221,-49.917876,
BR-2359,-23.071388,-49.432499,
SWAU,-19.948255,-48.583883,
BR-2342,-22.006244,-49.412743,
BR-0053,-16.4406,-51.7742,
SJPO,-9.587974,-37.777803,
BR-2243,-17.439232,-44.937526,
BR-1464,-17.4864,-44.958766,
SNPX,-17.3169002532959,-44.86029815673828,PIV
BR-2869,-6.516367,-48.267096,
SI7B,-6.56949,-48.21212,
BR-0223,-6.782418,-48.289209,
SJP2,-6.512222,-48.185833,
SSMV,-22.0425,-47.56,
SWPR,-17.319099,-48.334801,
SNTR,-11.7381000519,-40.569499969499994,
SSVY,-20.93779945373535,-48.173301696777344,
SWBF,-10.005019,-49.492019,
SJJT,-9.957995,-49.754587,
BR-2412,-10.066705,-49.993896,
SJ2O,-10.517746,-49.901515,
SJ6S,-10.44606,-49.166573,
BR-0084,-16.741401,-56.836628,
SN9Q,-3.891944,-54.241667,
SN8D,-10.473047,-67.652972,
SD8K,-14.690285,-40.456229,
BR-1540,-14.546627,-54.782714,
BR-0440,-14.440319,-54.767387,
SND2,-14.566663,-54.891354,
SN9X,-14.602154,-54.915172,
SWRR,-14.66749,-54.567477,
BR-2474,-14.623884,-54.47653,
BR-2184,-14.522688,-40.345001,
SIYY,-17.456944,-56.841111,
SS8G,-16.105775,-56.608795,
BR-1593,-16.795833,-57.230278,
SIUU,-16.518436,-57.041305,
SNQR,-16.7277774810791,-57.233333587646484,
SJQI,-17.358759,-56.773707,
BR-2741,-17.191785,-57.03402,
BR-2348,-16.234632,-56.91581,
BR-3037,-17.833889,-57.167221,
SWPK,-16.272778,-56.650833,
SNTA,-21.868610382080078,-50.116390228271484,
SDKP,-22.188569,-50.274373,
SNPO,-19.20330047607422,-45.02330017089844,
BR-0001,-23.888048,-45.446824,
BR-0194,-1.397869,-48.856931,
BR-1560,-1.376824,-48.814255,
BR-2319,-25.052823,-50.188438,
BR-2295,-22.569445,-55.636112,
BR-2374,-22.429167,-55.533333,
SNWF,-22.43805694580078,-55.231666564941406,
BR-2932,-22.264683,-55.48203,
SSHK,-22.5897216796875,-55.56944274902344,
SJXX,-22.679443359375,-55.540557861328125,
BR-2948,-22.396511,-55.490542,
SSVG,-22.279057,-55.653944,
SSVH,-22.366943359375,-55.127777099609375,
BR-2991,-21.870832,-55.747501,
SWGC,-22.627129,-55.57916,
BR-1582,-21.89696,-55.478417,
BR-1251,-22.500245,-55.360849,
BR-0988,-21.880833,-55.539167,
BR-2187,-22.1882,-55.577801,
SDVS,-21.072799682617188,-48.03419876098633,
BR-0642,-21.032996,-48.010666,
BR-3112,-16.016865,-52.810407,
BR-3113,-16.041653,-53.030139,
BR-2580,-16.121668,-52.950832,
BR-3294,-12.211495,-46.749025,
SD1L,-10.8872,-47.223628,
BR-0119,-16.754234,-52.84266,
SNCZ,-20.40329933166504,-42.916500091552734,
BR-2566,-15.069399,-59.154836,
BR-2274,-15.173463,-59.172084,
BR-3046,-15.648567,-59.327427,
BR-3079,-15.011337,-59.253345,
SWKP,-15.242500305175781,-59.2852783203125,
SWLR,-15.440555572509766,-59.657222747802734,
BR-3140,-15.714392,-59.241918,
BR-3142,-15.674892,-59.190945,
SWXS,-15.784687,-59.636653,
SWXW,-15.973614,-59.889221,
SWZE,-15.059733,-59.379215,
SNFB,-14.773264,-59.047437,
SNH4,-15.789667,-59.708686,
SDB7,-15.303611,-59.223056,
BR-0315,-15.698689,-59.925463,
SWSN,-14.962222,-59.321389,
BR-1554,-15.811111,-59.903889,
SIA9,-15.591275,-59.263089,
BR-0833,-15.970096,-59.643041,
BR-0496,-15.155663,-59.310886,
BR-0454,-15.245652,-59.352935,
SJG8,-15.688611,-59.21,
SDRT,4.649533,-60.784857,
SDDX,-19.884363,-50.504632,
SSRW,-23.203627,-48.102146,
SWWA,-13.4048,-49.158298,
SJ9H,-12.879562,-48.895847,
SJF6,-12.886111,-48.865833,
BR-1854,-13.488333,-49.032726,
SD5R,-13.563394,-49.530561,
SNJ5,-13.061896,-48.964663,
BR-2193,-22.775684,-51.363602,
BR-1094,-29.730782,-51.209157,
BR-2483,-17.903033,-50.122099,
BR-2602,-18.036667,-50.199444,
BR-2481,-1.981594,-50.811522,
BR-2482,-3.276844,-50.318674,
SJQQ,-2.865000009536743,-50.99277877807617,
SNBN,-2.875833034515381,-50.491668701171875,
SNXY,-2.694926,-50.525951,
BR-3007,-2.9513890743256,-51.146110534668,
BR-1876,-2.166144,-51.723976,
SN9N,-1.965539,-50.810506,
SS6W,-2.989108,-50.261606,
BR-0050,-17.3494,-52.6632,
SI92,-10.965618,-51.978638,
BR-0999,-10.615239,-51.979506,
SDH2,-10.918067,-51.60941,
SWFP,-10.637303,-52.028684,
SWPQ,-10.85935,-51.688152,PBX
SNMZ,-1.741307,-52.236026,PTQ
SWQY,-2.684444,-52.3675,
SDA1,-2.142778,-52.798056,
SS2A,-11.654081,-56.143111,
SS48,-11.817362,-56.244142,
SJE3,-11.992523,-56.467067,
SD3B,-11.638105,-56.263481,
BR-1063,-11.619125,-56.556981,
BR-0311,-11.542272,-56.521434,
BR-0375,-12.017777,-56.413611,
SDW9,-11.942209,-56.453923,
SJ6G,-11.752841,-56.809015,
BR-3078,-11.533158,-56.549071,
BR-0096,-11.872098,-56.277013,
SJXB,-15.762033,-58.804064,
SJIZ,-15.826944,-59.234167,
BR-2810,-15.614531,-58.89789,
BR-2489,-15.823852,-58.551443,
SIRV,-16.118055,-58.765835,
SWEW,-15.842222213745117,-58.63166809082031,
BR-3121,-16.115426,-58.971974,
BR-3165,-15.646366,-58.774302,
SWZC,-16.245331,-58.894444,
SWZG,-16.021695,-58.894873,
BR-1388,-15.789354,-59.023813,
SIF7,-15.625877,-58.804441,
SDP3,-16.283333,-59.036111,
BR-1615,-16.08965,-58.73188,
SS6P,-16.272358,-59.184093,
SJA9,-15.693655,-58.623495,
SBQN,-15.575414,-57.378182,
SWRY,-15.737500190734863,-57.47055435180664,
SIQS,-15.375074,-57.131084,
BR-2490,-15.647606,-57.470176,
SD7Z,-6.252453,-47.149313,
SDWU,-21.708332061799997,-57.7405548096,
SSLP,-21.91083335876465,-57.64666748046875,
BR-2820,-23.039582,-54.746827,
SNSF,-21.358627,-57.101212,
SSAV,-21.689941,-57.475126,
SSBU,-21.45465,-57.146527,
BR-2926,-21.027779,-57.498422,
SSIP,-21.186742,-57.043427,
SSJG,-21.216388702392578,-57.68138885498047,
BR-2664,-22.025749,-57.968885,
SIOO,-22.025799,-57.902884,
BR-2464,-21.973176,-57.853875,
SIPN,-21.516014,-57.69055,
SDRZ,-21.690967,-57.365214,
BR-2312,-20.885438,-57.41945,
SIAD,-21.010744,-57.353032,
SIFY,-21.777778,-57.496389,
SIMG,-21.096121,-57.716895,
SDVQ,-21.19603,-57.639327,
BR-1616,-21.056171,-57.513712,
SNQ2,-21.181979,-57.809826,
SI2J,-21.950907,-57.915587,
SS3S,-21.763861,-57.771971,
SNM3,-21.529325,-57.196377,
SIK9,-21.223405,-57.483596,
SJ7X,-21.77074,-57.680401,
BR-0366,-21.332724,-56.910956,
BR-0508,-21.449769,-57.826467,
BR-1076,-21.341393,-57.847542,
BR-1351,-21.083071,-57.656397,
BR-1291,-20.921866,-57.447706,
BR-1210,-21.848284,-57.621948,
BR-1253,-22.030537,-57.467288,
BR-1258,-21.493135,-57.925534,
SDHR,-20.904766,-57.230247,
BR-1813,-10.504109,-48.306804,
SJC7,-10.451944,-48.175278,
SJN3,-10.501389,-48.5475,
SDNT,-10.414444,-48.256667,
BR-0661,-10.182756,-48.544917,
BR-2562,-10.702778,-48.194444,
BR-2686,-10.606964,-48.348938,
BR-3076,-10.490778,-48.3372,
SWFQ,-10.392000198364258,-48.67919921875,
SSDO,-16.753778,-39.316389,
SN8G,-16.713052,-39.18516,
SS6R,-16.501336,-39.099983,
BR-1399,-16.381111,-39.081111,
BR-1832,-16.585556,-39.235833,
SSTI,-16.457778,-39.165833,
BR-0597,-26.25119,-51.013137,
SDA6,-26.267458,-51.028055,
BR-1883,-8.774167,-63.733891,
SS2E,-9.209125,-64.256342,
SN7O,-9.246949,-64.469855,
SJX9,-9.12471,-63.932113,
SSA0,-8.734705,-63.754952,
SS87,-9.014992,-63.977247,
SNQ8,-9.525219,-65.946698,
SS3U,-9.087783,-63.856584,
SWRO,-8.794348,-63.857494,
SSPR,-8.276196,-72.7458,
SWPZ,-14.1181,-46.345402,
SWCI,-14.223138,-46.550021,
SDS2,-14.29264,-46.406655,
SSRS,-27.19232,-49.832029,
BR-3251,-32.08169,-52.30094,
BR-0268,-15.806366,-54.422609,
BR-0284,-15.433611,-54.440833,
SJPX,-15.4152784348,-54.3722229004,
BR-1366,1.560602,-50.770805,
BR-2466,-16.98352,-39.164538,
SBQO,-17.0275,-39.176111,
SDTY,-21.3398,-48.114899,
SI9U,-1.145278,-53.723333,
SNIN,-1.784101,-53.489909,
SNCB,-2.523611068725586,-53.939720153808594,
BR-1545,-19.357222,-48.688611,
BR-2888,-19.534192,-48.838122,
BR-2838,-19.736734,-46.379042,
PDR,-5.3098,-44.481,PDR
SDEP,-21.774665,-52.143281,
SDFU,-21.871309,-52.164249,
BR-2384,-22.042752,-52.287397,
SJVP,-0.799166977406,-60.0838890076,
BR-0070,-1.989875,-60.148936,
BR-2195,-1.92481,-59.4123,
BR-0088,-8.544268,-48.508229,
SS7B,-11.014856,-61.933481,
SJY4,-18.220741,-46.497605,
SSWZ,-18.5094432831,-46.2738876343,
BR-0843,-22.183798,-51.474657,
BR-1648,-8.34558,-35.37505,
SI7D,-15.248889,-54.133056,
SDR9,-15.178082,-54.239797,
BR-1201,-15.280895,-54.427677,
SJR8,-14.976667,-54.33,
BR-1844,-15.245307,-54.492437,
SSGL,-15.399444,-54.181111,
BR-2748,-15.273504,-54.262292,
SJZZ,-15.013956,-53.933451,
SDNK,-14.964991,-54.058585,
SWEM,-14.618888855,-54.003334045399995,
BR-1655,-2.504096,-43.437477,
SS4L,-7.716682,-37.925991,
BR-3243,-21.579521,-49.874464,
BR-2228,-10.25612,-36.80237,
SWJX,-19.502222,-44.158641,
SSZN,-25.182639,-50.923443,
BR-1042,-23.314218,-48.029801,
BR-2937,-30.254004,-55.846174,
BR-2989,-24.294224,-53.250647,
SDQQ,-22.285609,-50.639444,
BR-0290,-2.424256,-48.241523,
SNQM,-10.988332748413086,-39.62055587768555,
SNXL,-12.616667,-52.153889,
SJCF,-13.191879,-52.312903,
SJJG,-12.721846,-52.38028,
SJXG,-11.662765,-52.861164,
BR-3178,-12.120271,-52.641184,
SWRI,-12.155400276184082,-52.27899932861328,
SIU7,-12.2118,-52.84745,
SJO3,-13.215231,-52.271181,
SIW7,-11.894817,-52.244344,
BR-0463,-12.069342,-52.825872,
BR-1059,-12.102778,-52.434444,
SDV5,-11.963243,-52.913115,
SBOE,-12.587371,-52.095226,
SN7F,-12.542751,-52.566447,
BR-1798,-13.046913,-52.177243,
SJ9G,-11.821104,-52.755192,
SJE8,-12.635379,-52.188379,
SDY3,-12.370912,-52.12031,
SI32,-12.102825,-52.887948,
SNWH,-22.963045,-53.545769,
BR-1580,-22.177192,-50.387186,
SWWG,-18.549552,-50.381241,
SJQN,-18.44610023498535,-50.40919876098633,
SSTW,-22.059444,-41.481111,
BR-1439,-5.185846,-39.249492,
BR-1442,-5.122977,-37.970752,
SWHU,-22.506667,-50.865278,
SNOW,-21.982995,-50.972232,
SDPC,-22.153256,-51.029373,
SNL9,-22.137778,-50.904444,
SSXA,-23.038610458374023,-50.934444427490234,
SIPB,-2.448485,-44.120864,
SSRE,-25.80120086669922,-53.512699127197266,
BR-0691,-8.553056,-47.085833,
SSDT,-7.941807,-50.180906,
BR-2804,-7.966944,-50.017223,
SD9L,-8.088011,-49.934211,
SI6E,-8.089248,-49.975491,
SDU5,-8.052364,-49.991364,
BR-0342,-6.348867,-42.474947,
SJAS,-21.669166564941406,-49.173057556152344,
SNRM,-9.579994,-42.115917,
BR-0614,-26.289928,-52.937149,
SNRX,-7.350279808044434,-46.6338996887207,
SJFB,-8.377661,-46.4404,
SDDQ,-11.69435,-45.51127,
SDM0,-11.428505,-45.267093,
SJ9U,-11.414312,-45.423924,
BR-1528,-11.557693,-45.544081,
BR-0363,-11.667513,-45.727424,
BR-0938,-11.526303,-45.728645,
SIV4,-11.641339,-45.801692,
SS7E,-16.321419,-46.223564,
BR-3175,-16.299167633057,-46.159442901611,
BR-2793,-5.961111,-47.392223,
BR-2859,-21.45615,-53.357207,
SNUX,-21.410506,-53.308492,
BR-2901,-20.803995,-54.079343,
SSEK,-20.01777,-53.254715,
SSEO,-20.730548,-53.562494,
BR-2942,-20.835246,-53.203787,
BR-2624,-20.288476,-53.658766,
BR-2317,-21.542281,-53.345331,
