ident,latitude_deg,longitude_deg,iata_code
SDWC,-7.35579,-54.826347,
BR-2327,-8.724905,-53.391234,
BR-0871,-7.957261,-53.262633,
BR-0644,-8.004433,-54.935524,
BR-0734,-6.621785,-54.983764,
SN7H,-3.158056,-52.166111,
SN3R,-3.205144,-52.431883,
SIG4,-6.487057,-54.897358,
SS4F,-4.478831,-53.832714,
SSB3,-6.0252,-53.72525,
SWUQ,2.83528,-63.646999,
SWAE,3.551929,-63.169445,
SJLC,2.722243,-63.577944,
SJLE,3.223961,-63.202282,
SJMH,3.329557,-62.97123,
SJMI,3.282719,-63.849808,
SJNC,3.147511,-62.230371,
SJNG,2.611256,-63.871121,
SJYG,2.765000104904175,-62.22140121459961,
SJYJ,3.160830020904541,-63.78139877319336,
SJYL,2.7369399070739746,-62.01940155029297,
SNL2,3.172567,-61.421586,
SJ8Q,3.213093,-61.094701,
SDMG,2.675404,-63.746667,
SDZK,2.991667,-63.709722,
BR-0706,3.368183,-61.219713,
SJ2W,3.133324,-61.041673,
SWKL,-12.557778358459473,-61.99611282348633,
SDCJ,-17.689156,-53.584238,
SJ76,-17.763006,-53.732727,
BR-0933,-17.27798,-53.254711,
SJ68,-11.975144,-52.120825,
SIK8,-11.872655,-52.136389,
BR-2494,-12.035795,-51.634884,
BR-0751,-29.379167,-51.330278,
SWRE,-16.770208,-53.526433,
SWRD,-11.731945,-62.709045,
SS8N,-16.998234,-53.460652,
SD6S,-16.855913,-53.601046,
BR-1166,-16.902445,-53.587821,
BR-1198,-16.532975,-53.277784,
SWDC,-16.93555,-53.573424,
SWJY,-16.844722747802734,-53.73444366455078,
SWYW,-16.834061,-53.83648,
BR-3223,-16.95611,-53.57,
BR-0201,-14.196032,-49.362951,
SDXF,-14.121000289916992,-47.53089904785156,
SJSU,-23.561605,-53.795096,
SIIS,-23.655,-53.833611,
SS2Y,-14.40473,-47.653284,
BR-3256,-9.736146,-46.63697,
SN2L,-9.061517,-46.182642,
SIB6,-9.266427,-46.12741,
SN2Q,-8.876944,-46.075556,
BR-2757,-9.08533,-45.955603,APY
SNZH,-9.009188,-46.136162,
BR-2632,-17.782311,-53.45693,
BR-0511,-17.746047,-53.355196,
SSEH,-17.953015,-53.246868,
BR-1722,-18.038024,-53.151476,
SJD2,-17.850856,-53.29886,
SIZF,-23.9950008392334,-53.956111907958984,
BR-1774,-5.071162,-42.509948,
SDEM,-22.104056,-51.454858,
BR-0147,-12.499175,-49.108361,
BR-0148,-12.493611,-49.149912,
SI7A,-8.441991,-43.858564,
SW29,3.496549,-61.38247,
SD1J,3.482131,-61.1345,
SIA7,3.975674,-61.382939,
SIP6,3.909391,-61.436652,
SIS8,3.576939,-61.405331,
SDRM,3.926666,-64.184722,
SDRP,3.711335,-64.163275,
SDWO,3.862133,-62.579077,
SDYT,3.763889,-63.986944,
SJXV,-22.931110382080078,-55.054443359375,
SIWB,-23.190468,-55.289855,
BR-2619,-22.983055,-55.02,
SDRY,-22.953761,-54.841044,
SNWO,-23.017778396606445,-54.62444305419922,
BR-2900,-23.14405,-55.207684,
SSFD,-23.002675,-54.700604,
BR-3194,-23.286944,-54.841111,
BR-2946,-23.406944,-55.226665,
BR-2958,-23.2925,-55.055832,
SIKA,-23.110556,-54.558055,
SI9G,-23.076944,-55.229722,
SJ3T,-22.97435,-54.613843,
BR-1662,2.01811,-50.79728,
BR-0141,-13.941568,-49.277504,
SDJ7,-6.149609,-42.953627,
SS3Z,-5.445664,-46.784831,
BR-0101,-5.5829,-46.741288,
BR-1864,-3.090236,-39.660237,
SNV6,-3.315799,-39.883598,
SI7T,-9.703317,-36.322548,
BR-0027,-1.000581,-49.925344,
SDAF,-22.1567,-47.719299,
SWUL,-6.216058,-48.425922,
BR-1074,-6.225808,-48.251932,
SDZ4,-6.160556,-48.219167,
BR-0225,-6.341518,-48.073813,
SIY9,-3.280072,-51.301631,
SJ88,-20.615833,-55.640556,
SIIT,-20.759998,-55.572227,
BR-0934,-20.86007,-55.643582,
BR-2947,-20.476110458374,-55.833610534668,
SSME,-20.976584,-55.565663,
SSRH,-20.778055,-55.982938,
BR-1683,-22.218069,-52.746442,
SIMU,-22.278524,-52.844485,
SJGZ,-22.093583,-52.674999,
SJP9,-22.188014,-52.944281,
SNQ7,-22.279006,-53.019684,
SD3P,-22.085556,-52.851389,
BR-1846,-21.886569,-52.930434,
SIQ8,-12.686822,-41.276133,
SSAN,-23.027335,-50.2271,
BR-2559,-21.955509,-46.546932,
SIOB,-20.818202,-51.266799,
BR-2291,-21.054443,-51.406113,
BR-2345,-20.81046,-51.301224,
SWLY,-20.880883,-51.356143,
SSTD,-28.550832748413086,-51.59611129760742,
SJJR,-21.71417,-44.203892,
SWWH,-21.9827,-53.904,
SSEQ,-21.92332,-53.940833,
BR-0364,-22.039121,-53.846011,
BR-1209,-21.998056,-54.068912,
SDIL,-22.902362,-44.28802,
BR-2433,-23.059619,-44.314882,
SID8,-23.153056,-51.867778,
BR-3258,-22.655804,-48.147575,
BR-0059,-16.4468,-49.9711,
BR-0065,-3.725643,-61.667054,
BR-0670,-22.210531,-55.797249,
BR-1773,-22.266755,-55.778126,
SSLL,-22.249873,-55.926764,
SSHG,-22.357945,-55.763847,
SS23,-28.860255,-51.334424,
SDTQ,-18.229061,-51.207886,
SISD,-18.14522,-51.273805,
BR-0617,-18.275889,-51.231626,
SD2M,-20.196111,-51.075,
SS4D,-20.110988,-51.216162,
SIQU,-20.08639,-51.309468,
SIZH,-19.99305534362793,-51.51416778564453,
SSBF,-20.002079,-51.38345,
BR-2964,-20.048738,-51.476297,
BR-0159,-8.863569,-57.420427,
SJ9P,-8.876667,-57.415278,
SIP3,-9.454497,-57.859719,
SDN4,-9.525593,-57.694966,
BR-2616,-8.895776,-58.550081,
BR-2648,-9.291942,-58.033236,
SDOZ,-8.100681,-58.284104,
BR-3188,-7.958802,-57.839962,
SISK,-18.8645,-52.0474,
BR-0035,-18.94,-51.923,
BR-0037,-18.8333,-52.059,
SNC1,-18.654725,-52.374391,
BR-1761,-18.712656,-51.871052,
BR-3236,-19.097706,-51.716482,
SBOL,-18.920278,-52.001389,
BR-1522,-18.711222,-52.041314,
SWYN,-7.172773,-59.8396,IUP
BR-0898,-7.771226,-60.379653,
SJ44,-6.831944,-59.306667,
BR-0765,-19.864066,-55.513068,
BR-0763,-19.252127,-55.519638,
BR-0824,-19.415842,-56.193288,
BR-0547,-19.697111,-56.28251,
BR-1488,-20.155515,-55.545408,
BR-1511,-19.880278,-56.025278,
BR-1518,-20.063283,-56.164069,
SDSS,-19.254167,-55.783056,
BR-1421,-19.660229,-55.625346,
SI8A,-20.099065,-55.478858,
SI9C,-19.648889,-55.845,
SI9N,-19.659444,-56.331944,
SJ4R,-20.309371,-56.166923,
SDR8,-19.882588,-55.487061,
SDX5,-19.584527,-56.000553,
SDG1,-19.825756,-55.478344,
SI07,-19.761892,-55.599967,
SNY4,-19.534967,-55.625242,
SN8O,-19.411722,-56.233911,
SNN6,-20.090842,-55.965707,
BR-1053,-19.358674,-56.411774,
BR-1068,-19.928077,-55.672261,
SDI7,-19.585833,-55.696944,
SIKR,-19.581399,-56.085522,
BR-1637,-19.287222,-56.135395,
SJ8K,-19.531137,-55.282233,
SJL7,-19.945768,-55.794078,
SN3Z,-19.381944,-56.235556,
SSOQ,-19.577777862548828,-56.1522216796875,
SSQU,-20.064722061157227,-55.70166778564453,
BR-2679,-19.372828,-56.346277,
BR-2356,-20.099167,-55.926945,
SIFA,-19.791055,-56.476336,
SISX,-19.379788,-56.057986,
SITX,-19.774445,-55.521667,
BR-2517,-19.403889,-55.862778,
SIWZ,-19.481135,-56.484526,
SIYE,-19.09639,-55.569721,
SJBT,-19.575061,-56.100508,
SJDN,-19.456729,-55.741625,
SJDT,-19.51876,-55.312922,
SJDX,-19.412815,-55.549932,
SJEF,-19.747751,-56.042912,
SSGH,-20.073735,-56.073249,
SSHA,-20.480833053588867,-55.76944351196289,
SSHU,-19.45805549621582,-56.0452766418457,
BR-2936,-20.267874,-55.73184,
BR-2944,-19.75627,-55.478729,
SSNJ,-19.5075,-55.90528,
SNAU,-10.901452,-37.082921,
BR-0472,-12.163333,-38.293333,
BR-1653,-4.64604,-37.79253,
BR-1620,-21.2532,-50.5337,
SDWZ,-21.190584,-50.562228,
SI9O,-21.029639,-50.594008,
SDGY,-20.926714,-50.743803,
BR-3167,-19.622072,-40.201496,
SNUI,-16.851571,-42.045633,AIY
SWEC,-15.89748,-52.09569,
BR-0221,-7.170034,-48.533374,
BR-1910,-8.892894,-49.351772,
SN6H,-8.973802,-49.449666,
SI5R,-9.098301,-49.668026,
SJAU,-8.83772,-49.557499,
BR-3062,-9.746944,-49.980831,
SJFK,-12.591994,-49.532516,
SDV1,-12.84058,-49.961406,
SJ74,-12.813464,-49.568577,
BR-0145,-12.948367,-49.821905,
SDY8,-12.6466,-49.409813,
SJK2,-14.639036,-51.761078,
SJB8,-15.146361,-51.871783,
SNI4,-15.286274,-52.033265,
SIL3,-15.66271,-51.870067,
BR-3053,-15.058333,-51.916668,
BR-3129,-15.228871,-51.975217,
SWSD,-15.623888969421387,-51.81388854980469,
BR-1385,-7.219414,-49.168588,
SBOD,-7.455833,-49.195556,
SJ8W,-7.345424,-48.193969,
SDB2,-7.35691,-48.804732,
BR-0531,-7.284167,-48.130556,
BR-0827,-7.3175,-48.762778,
BR-1301,-6.856346,-48.439722,
SB29,-6.87094,-48.534901,
SD5C,-15.15412,-50.532449,
SN2H,-15.136667,-50.439444,
SII6,-15.110392,-50.629858,
SD8V,-5.57661,-48.06032,
SJGU,-5.68603,-48.11427,
BR-2837,-22.842777,-55.570557,
SNWU,-23.005477,-55.50928,
SSKH,-22.911666870117188,-55.53889083862305,
BR-2425,-22.800543,-55.505304,
SSYZ,-22.84986,-55.410152,
BR-3213,-22.87,-55.5,
BR-0841,-22.931206,-55.588507,
SDC6,-22.974444,-55.316111,
BR-1600,-4.784167,-45.845,
SIKM,-5.289167,-46.001667,
SIKN,-5.157222,-45.915558,
SDTE,-23.220197,-49.075844,
SNAL,-9.776589,-36.628983,APQ
SWED,-7.758636,-49.127489,
BR-0219,-7.645339,-49.058384,
SSYE,-15.320833206176758,-58.50166702270508,
SWTA,-15.416306,-58.408187,
SWTN,-15.046599,-58.729201,
SWYH,-15.291592,-58.314893,
BR-3171,-15.491465,-58.398168,
SNWJ,-15.208056449890137,-58.62472152709961,
BR-0964,-28.974435,-49.488253,
BR-1758,-21.732367,-48.221647,
BR-2981,-21.678611755371,-48.211944580078,
SNAB,-7.586417,-40.535431,JAW
SNAE,-8.407778,-37.088333,
BR-0184,-14.498655,-56.851413,
SWJG,-14.483611106872559,-57.43388748168945,
BR-0060,-16.3833,-51.5803,
BR-0226,-15.890444,-46.099357,
SNNN,-15.989751,-45.997848,
SWVX,-10.2415,-60.1409,
BR-3020,-10.141667,-60.652778,
SWIU,-9.847383,-61.417572,
SWLP,-9.968610763549805,-61.22972106933594,
BR-3092,-9.289453,-60.696678,
SWMQ,-10.428823,-60.546942,
SWQH,-10.147221565246582,-60.538612365722656,
SIWA,-10.74854,-59.373776,
BR-2400,-9.912923,-60.862559,
BR-2808,-9.516667,-61.25,
BR-2809,-9.69848,-61.023919,
BR-2816,-9.999444,-61.052223,
SJ6E,-10.024705,-59.185286,
SDW8,-10.053179,-59.219192,
SN7J,-10.610476,-58.994962,
SNW3,-9.464392,-60.525014,
SN6C,-9.784895,-63.517586,
SJOG,-9.880436,-63.047115,AQM
BR-3136,-8.9169435501099,-62.117221832275,
BR-0274,-12.967626,-46.857667,
SJF7,-12.365278,-47.097222,
SI8X,-12.617159,-46.834564,
BR-0840,-12.890307,-46.693536,
BR-2149,-13.025154,-46.884107,AAI
BR-2751,-12.608968,-46.747109,
BR-0131,-12.549442,-46.886701,
SJ98,-32.010556,-52.600278,
BR-3245,-32.21094,-52.96188,
BR-3246,-32.14963,-52.77966,
SSAE,-32.229154,-53.055544,
SWYU,-14.439712,-50.86458,
SWNH,-14.933275,-51.048888,
SIZ8,-15.143889,-50.893889,
BR-0776,-14.248889,-50.880556,
BR-0434,-14.981989,-50.849584,
BR-1531,-14.135,-50.823611,
BR-1115,-6.989027,-39.844458,
BR-1699,-10.925212,-69.557254,
BR-2875,-9.484183,-35.956067,
SWEE,-4.52378,-71.560799,
SWJV,-5.127240180969238,-72.80999755859375,
SJRO,-20.530555725097656,-50.6349983215332,
BR-2354,-20.742536,-50.531702,
BR-0288,-2.265221,-47.594317,
SNOK,-2.332414,-47.656222,
BR-1298,-12.527793,-46.186323,
BR-0155,-3.598333,-59.126286,
BR-1826,-3.544444,-59.777222,
BR-2401,-3.593611,-59.652222,
BR-2592,-22.153395,-49.302864,
BR-0534,-21.519974,-49.999379,
SDF7,-23.241111,-48.985,
BR-2608,-3.607246,-55.31554,
BR-2315,-3.510294,-56.311784,
BR-2646,-3.278693,-56.201354,
SNBI,-4.22771,-44.82,
SIK7,-31.231067,-53.672578,
SSCE,-31.327778,-54.134724,
BR-2738,-31.29268,-54.156822,
SIQA,-6.407982,-35.044753,
BR-0679,-12.711863,-44.584951,
BR-2448,-2.924426,-49.785479,
BR-2760,-2.789045,-49.651992,
SSAO,-12.009456,-40.274425,
SJCQ,-11.9355,-40.050701,
BR-3189,-9.1044,-45.4166679382,
SJRI,-8.406389236450195,-45.44138717651367,
BR-0380,-9.058762,-45.504167,
BR-0620,-8.023637,-44.893809,
SSSI,-7.868144,-45.01548,
BR-0747,-8.471167,-45.328109,
SWJI,-8.146582,-45.205931,
BR-0750,-8.252789,-45.244784,
SJQ3,-8.10655,-44.901667,
BR-1146,-8.374555,-45.138458,
BR-1189,-8.333008,-45.08544,
BR-1273,-7.94832,-45.084942,
BR-1532,-8.711109,-45.021752,
SSIA,-8.427943,-45.310246,
SS6C,-8.081043,-44.954583,
SSA4,-8.981254,-45.424206,
SN1B,-8.596029,-45.205915,
SS7N,-8.244556,-44.986467,
SN6Z,-8.750556,-45.011389,
SJ8V,-8.203559,-45.311332,
SJ8H,-8.224167,-44.860833,
SJ9J,-8.155437,-44.964697,
SNBG,-19.499001,-41.041801,
BR-0368,-19.290439,-43.889987,
BR-0051,-16.1997,-52.5261,
SWJE,-16.396944046020508,-52.328609466552734,
SNBS,-7.525305,-46.053364,BSS
BR-1670,-7.317425,-46.073893,
SJH9,-9.092778,-46.648611,
SJZ8,-7.601111,-45.970556,
SN4B,-7.238333,-45.972222,
SIS6,-9.303465,-46.805736,
SIT8,-8.959797,-46.814131,
SJW1,-8.135011,-46.144422,
BR-1934,-8.927417,-46.506019,
SS3T,-9.304242,-46.668433,
SS4K,-9.029508,-46.78543,
SJ66,-8.774545,-46.324752,
BR-2726,-8.518466,-46.751362,
SINN,-8.806944,-46.358891,
SITJ,-7.4904,-46.144934,
BR-2514,-7.089905,-45.95139,
SIUM,-8.556111,-46.849998,
BR-2879,-7.375278,-45.989723,
BR-2170,-20.0364,-45.972301,
SJFU,-6.696417,-35.631234,
BR-0181,-20.040262,-54.151159,
SN9I,-19.952672,-53.977908,
SJQ4,-19.774707,-54.402598,
SSBR,-23.072799682617188,-50.423099517822266,
BR-0216,-7.773402,-48.559079,
SD8E,-7.424742,-50.781599,
SJZ2,-7.709144,-50.656204,
SSXB,-17.152219,-56.570669,
BR-3004,-17.049999237061,-56.083332061768,
BR-3026,-16.945033,-56.391278,
BR-3052,-16.833332061768,-55.669166564941,
BR-3069,-17.006745,-56.47934,
BR-3117,-16.967222,-56.417221,
BR-3157,-16.680833816528,-56.299167633057,
SWWV,-16.706075,-56.030357,
SWWW,-16.6891,-56.176856,
SWWX,-16.746794,-56.371007,
SWWY,-16.588403,-56.280842,
SWZB,-17.005472,-56.459641,
SIMO,-16.770832,-56.172677,
SISL,-16.894737,-55.90672,
SIVV,-16.931465,-56.228961,
BR-2352,-16.483333587646,-56.270000457764,
SIJM,-17.144444,-56.597778,
BR-1186,-17.158056,-56.614722,
BR-0437,-17.130347,-56.39312,
SNXT,-17.181518,-56.021894,
SJ2U,-16.978746,-55.660052,
SW26,-16.902807,-56.258539,
BR-1526,-16.734444,-55.737778,
BR-3156,-1.691388889,-63.785,
BR-0270,-21.315795,-53.088728,
SJV9,-11.190278,-43.205556,
SNBX,-11.0808,-43.147499,BQQ
SDLU,-22.483101,-48.524502,
BR-2209,-9.373161,-35.539736,
BR-2676,-14.982275,-57.991601,
BR-2735,-14.800646,-57.973151,
BR-3124,-14.816944,-56.950558,
SWUW,-15.110948,-56.836696,
BR-3024,-15.058610916138,-57.183055877686,
SIO6,-14.860983,-57.900281,
BR-1759,-14.986385,-57.303584,
SD7J,-15.079722,-57.241389,
SD3M,-14.973333,-57.425556,
BR-1591,-15.173983,-57.127143,
BR-0821,-14.827011,-40.650193,
SS4U,-5.639585,-45.230105,
SJ8S,-5.7175,-44.968889,
SNBC,-5.5025,-45.215833,BDC
SDOD,-5.837362,-45.530848,
SDOA,-5.486818,-45.083058,
BR-3041,-14.938234,-52.173453,
BR-3042,-15.577153,-52.219093,
SWDJ,-14.85733,-52.036239,
SWFG,-12.029999732971191,-51.6775016784668,
SWMY,-11.566944122314453,-50.700557708740234,
SWOL,-15.096111297607422,-52.400001525878906,
SWPH,-15.226674,-52.12875,
BR-3162,-12.005556106567,-53.402221679688,
SIDM,-15.036799,-52.099529,
SIZK,-14.87378,-52.110643,
SDQZ,-15.397697,-52.074881,
BR-2201,-15.687787,-52.266008,
SJB9,-15.39689,-52.554134,
BR-1891,-15.684286,-52.561622,
SJY6,-15.361111,-53.049722,
SW1H,-15.396,-53.1566,
SSQS,-15.032426,-52.310209,
SD7P,-7.950556,-47.524444,
SIFU,-22.415472,-43.774735,
BR-0444,-29.980556,-57.271111,
SJ4E,-4.204621,-42.251454,
BR-1838,-11.876389,-46.255278,
SJ9L,-12.14782,-45.477122,
SDP6,-11.983021,-46.215202,
SD9R,-12.124603,-45.376239,
SD9S,-11.844545,-45.793741,
SJZ6,-12.252515,-45.159485,
SIQ2,-11.862615,-45.324205,
SSBI,-11.85146,-46.302258,
BR-0503,-11.708202,-45.985349,
BR-0504,-11.656275,-46.052505,
BR-0978,-11.839133,-46.232993,
SDW5,-11.657915,-46.185165,
SSA9,-11.8284,-45.8292,
SS86,-11.936836,-46.085154,
SWMA,-11.833610534667969,-46.266666412353516,
BR-2778,-11.870494,-45.72542,
SSNW,-12.302778,-45.513889,
SJJL,-11.787449,-45.965409,
BR-0567,-10.333327,-45.968574,
SWBI,-2.79192,-57.058023,
SDP7,-20.493889,-48.673056,
BR-2323,-20.43013,-48.602303,
BR-2207,-20.428899,-48.562077,
SS1L,-14.724292,-45.409781,
SSBQ,-21.744471,-52.4805,
SIQ4,-21.811325,-52.931446,
SSBT,-22.323932,-53.095477,
BR-2899,-22.275557,-53.311943,
SN7K,-22.222089,-53.131419,
BR-2307,-22.295555,-49.212223,
BR-2249,-22.071218,-56.703956,
SINU,-21.923333,-56.706944,
SSGM,-21.693333,-56.5625,
BR-2093,-22.021104,-56.329251,
BR-3193,-21.727222,-56.509167,
BR-2953,-21.975235,-56.802052,
BR-2955,-22.083889007568,-56.300556182861,
SSSA,-21.996186,-56.240001,
BR-1607,-22.192362,-56.942933,
SNP3,-21.984981,-56.152444,
SD2Q,-21.710278,-56.309444,
SI7J,-22.046944,-56.437222,
SSZQ,-22.039,-56.269402,
SSBV,-22.0816,-56.538601,
SJG9,-17.016111,-48.972222,
BR-0741,-16.822931,-49.044014,
SJNA,-1.267222,-48.43,
BR-2470,-1.314722,-48.429443,
BR-2172,-8.76959,-38.9496,
SD5I,-8.667458,-39.162056,
SJXS,-16.10444450378418,-39.363887786865234,
SD6P,-15.8717,-38.871899,BVM
SDU4,-15.860833,-39.28,
SWPX,-2.672198,-54.95151,
BR-2772,-2.668108,-54.89566,
SNBT,-7.216944,-44.550556,
SN2V,-26.779117,-49.417945,
BR-2660,-1.307274,-48.255972,
SNYP,-1.317782,-48.298706,
BR-2150,-22.981101,-49.509938,
BR-0215,-7.875086,-48.895373,
BR-1233,-18.727203,-45.692819,
BR-0829,-21.282048,-50.412825,
SIBO,-24.261562,-52.794753,
SJLT,3.3855600357055664,-60.407798767089844,
SJQK,2.6955599784851074,-60.81420135498047,
BR-3131,3.052839,-60.479586,
BR-3104,2.934148,-60.724504,
BR-3185,2.675833,-60.77861,
SWBV,4.003466,-64.493635,
SDF9,2.998611,-60.7225,
SJV4,3.03,-60.826667,
SNA2,2.9709,-60.550983,
SNA3,2.946374,-60.911582,
BR-3263,2.993511,-60.696901,
SJ3M,2.937261,-60.722429,
SJ4B,2.681111,-60.890556,
SD6X,2.701879,-60.848301,
BR-1208,-28.932588,-53.426078,
BR-3253,4.34121,-61.13434,
SWKB,-9.142499923706055,-67.44583129882812,
SD6Y,-9.358056,-67.789722,
SNFZ,-17.405837,-43.939852,
SIEV,-20.767219,-56.706834,
BR-2432,-20.624022,-56.770306,
SJ2T,-20.398145,-56.643523,
SI2X,-20.613978,-56.559725,
SJ7Q,-20.650833,-56.66685,
BR-2185,-20.674999,-56.629645,
BR-0121,-19.687863,-45.269677,
SJLI,-4.213611125946045,-46.974998474121094,
SS7G,-4.250887,-46.588374,
BR-1847,-4.138056,-46.776667,
BR-0958,-28.381667,-49.569167,
BR-0052,-16.2058,-52.1627,
BR-0941,-9.188559,-45.048215,
SI6I,-9.344164,-44.921831,
BR-0313,-9.255833,-44.799444,
SDQU,-9.255998,-44.794825,
BR-0432,-13.196667,-43.635556,
SN3Y,-13.272668,-43.314557,
BR-2453,-4.412642,-46.515794,
SWBY,-18.033436,-49.704762,
SWAD,-18.260878,-49.597006,
SNM5,-18.218535,-50.029812,
SDY2,-18.154188,-49.927691,
BR-1018,-18.099409,-49.737029,
SJL3,-11.977309,-51.832425,
SDB4,-11.889061,-51.909806,
SIN2,-12.245793,-51.837179,
SS2G,-12.438571,-51.619941,
SIVO,-12.448056,-51.774166,
BR-1897,-19.588494,-42.46168,
SNGG,-9.057250022888184,-44.37110137939453,
SIJN,-27.863333,-49.578333,
BR-0023,3.3621,-59.8239,
SJLH,2.176110029220581,-59.78390121459961,
SJLK,3.442780017852783,-60.352500915527344,
SJLP,2.9800000190734863,-60.095298767089844,
SJLS,2.1252799034118652,-59.8213996887207,
SWTH,2.9185,-60.5107,
BR-0205,-11.826265,-47.626364,
BR-1688,3.24609,-60.239986,
BR-0629,3.313599,-60.34713,
SI7P,3.259257,-60.362473,
SNE8,-3.233956,-60.115786,
SD5E,2.608264,-60.212186,
SNJ7,3.190728,-59.92644,
SNT9,-16.528326,-46.202365,
SI4Y,-21.15087,-56.795467,
SD1Q,-21.238397,-56.529461,
SIIJ,-21.260487,-56.568099,
BR-1031,-12.006058,-41.304938,
SI3F,-21.297685,-56.286704,
SI3E,-21.217778,-56.539167,
BR-1564,-21.139578,-56.383671,
SBOO,-20.838737,-56.588897,
SJV3,-21.098889,-56.8425,
SJS6,-20.626703,-56.295716,
BR-1323,-21.09687,-56.564797,
SSRM,-21.019444,-56.276112,
BR-2501,-20.944667,-56.676557,
SI6H,-13.4325,-49.634722,
SN3M,-13.617991,-50.153742,
BR-2487,-13.580328,-49.820848,
BR-1437,-4.602579,-38.192498,
BR-2206,-12.789301,-42.727432,
BR-2702,-22.181961,-50.493064,
BR-1542,-5.593333,-59.550556,
BR-0647,-6.466872,-59.790226,
BR-2905,-28.722221,-54.890835,
SIZQ,-23.036667,-48.441111,
SDJ8,-22.831389,-48.384444,
BR-1658,-1.04644,-46.78199,
BR-1584,-23.005883,-46.644602,
SJ7U,-21.263407,-52.51918,
SJ4F,-21.481389,-52.176389,
BR-1697,-21.071458,-52.105116,
SDK9,-21.115833,-52.613333,
BR-0415,-20.970556,-52.522778,
SS6H,-20.928857,-52.683081,
SS6K,-21.153283,-52.476769,
BR-1397,-20.668966,-52.903685,
BR-2620,-21.371529,-52.203076,
BR-2867,-20.663527,-52.768053,
BR-2906,-21.249166,-52.289444,
SSIH,-20.946947,-52.721681,
SJJB,-20.769296,-52.77758,
SICM,-21.539444,-52.111745,
SSSO,-21.412791,-52.032259,
SSZL,-21.44161,-52.157492,
SI9M,-16.993302,-45.712289,
BR-0172,-17.014176,-46.073434,
BR-1136,-16.946814,-46.194618,
SISN,-17.072613,-45.874819,
SIF9,-8.352933,-48.487526,
BR-0089,-8.38962,-48.490579,
BR-1630,-10.74586,-69.199121,
SDZF,-15.98442,-47.467459,
BR-1672,-15.700361,-47.737323,
BR-1904,-15.751462,-47.545041,
BR-0401,-15.773333,-47.702816,
BR-0422,-15.68184,-47.769018,
BR-0957,-15.610075,-47.574037,
BR-0167,-16.221298,-44.350793,
SWRF,-13.18464,-57.997274,
SWZY,-11.576917,-58.234363,
BR-3059,-11.721235,-58.051968,
SWKZ,-11.717499732971191,-58.25944519042969,
BR-3106,-11.565805,-58.275773,
SIIA,-11.7,-58.218056,
SJFR,-12.523889,-58.235558,
SJKB,-13.087501,-58.025833,
BR-2747,-11.522222,-58.172978,
BR-0098,-12.099274,-58.001527,
BR-0255,-12.99317,-57.41081,
BR-0739,-12.930253,-57.340365,
BR-0683,-12.657837,-58.24733,
BR-0516,-13.14,-57.576667,
SD8R,-12.365556,-58.334722,
SDG3,-11.72332,-58.172828,
SDS7,-12.7309,-57.8721,
SBOS,-13.152778,-58.1175,
BR-1557,-12.505569,-57.876298,
SD6U,-12.69,-58.191111,
SN1R,-12.759196,-58.224204,
SNS4,-12.548542,-57.992213,
SNC2,-12.720133,-58.063602,
SW1Y,-13.211542,-57.831792,
SJA7,-12.557569,-57.777829,
BR-1756,-11.543727,-58.223773,
SS4N,-12.419051,-57.596519,
BR-1708,-13.01207,-57.408631,
SDY9,-12.575274,-57.653287,
BR-3025,-11.025208,-48.575406,
BR-2839,-3.666944,-42.833889,
SN4U,-3.654722,-42.794444,
SJCH,-8.15749,-36.181313,
BR-2775,-13.103262,-39.89528,
BR-0099,-12.279135,-57.342796,
BR-1484,-15.333296,-51.158119,
SS8E,-15.420926,-51.093533,
SJDB,-15.055868,-51.363991,
SJUS,-15.074443817138672,-51.15888977050781,
BR-3083,-14.980438,-51.333375,
SWOR,-15.453497,-51.224849,
SSNU,-22.240833282470703,-48.025001525878906,
BR-2706,-22.297202,-48.118883,
SNKO,-11.9994,-42.634899,
SSXH,-14.2554,-41.817501,BMS
SWJA,-27.017275,-48.853919,
SJ2R,-8.61326,-37.259672,
SIBX,-21.091756,-50.24378,
SJA3,-5.939722,-43.746389,
BR-1850,-3.154685,-41.868056,
BR-0730,-4.507778,-46.267222,
SI47,-4.722287,-46.259706,
SNTQ,-10.724200248718262,-43.654701232910156,
SIQZ,-15.594296,-46.603227,
BR-0086,-10.206737,-63.854913,
SNPS,-15.2601,-46.762402,
BR-0227,-15.823305,-46.465488,
BR-1299,-15.373881,-46.331303,
SJ64,-17.848333,-45.405556,
SI29,-17.276944,-45.3525,
BR-0549,-17.591322,-45.050057,
SS88,-17.657616,-45.052576,
SS83,-17.118721,-45.421015,
SS9R,-17.425672,-44.989472,
SN3A,-17.047778,-44.873889,
SBQR,-16.80878,-44.97319,
SDYI,-17.917499542236328,-45.40250015258789,
SJVD,-17.848373,-45.248167,
BR-2776,-17.069171,-45.447511,
BR-2858,-17.039579,-45.489179,
BR-0657,-7.473238,-34.888245,
BR-0729,-22.546301,-55.002129,
BR-1358,-22.561137,-54.963828,
BR-2921,-22.619167,-54.925835,
BR-2382,-22.659211,-54.822463,
SSVL,-22.521667,-54.677776,
BR-3039,-13.68595,-60.691466,
BR-0459,-13.576111,-60.802778,
BR-0812,-22.719184,-42.053204,
BR-3254,-22.596944,-42.025,
SDIP,-23.042711,-45.775133,
BR-1886,-23.126104,-45.6643,
